objectid,subject,title,filename,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,format,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8400800501,CMU,COLORADO SPRINGS CHILDREN'S MUSEUM,demo_001.jpg,841101098,,A52,,,image/jpeg,COLORADO SPRINGS CHILDRENS MUSEUM INC,,,731 N WEBER,COLORADO SPRINGS,CO,80903,80903,,,,,,7193577726,,,,,,,,,,,,,,,,-104.8192,38.84406,5,7,1,8,41,731 N WEBER,COLORADO SPRINGS,CO,80903,80903,0,0,0,0,0,0,0,
8400800507,CMU,COLLAGE CHILDREN'S MUSEUM,demo_001.jpg,841114951,,A52,,,image/jpeg,COLLAGE CHILDRENS MUSEUM,,,2065 30TH ST,BOULDER,CO,80301,80301,,,,,,,,,,,,,,,,,,,,,,-105.25372,40.02254,5,7,1,8,13,2065 30TH ST,BOULDER,CO,80301,80301,0,0,0,1,0,0,0,
8400800592,CMU,WOW CHILDREN'S MUSEUM WORLD OF WONDER,demo_001.jpg,841421537,,A52,960322311,712110,image/jpeg,WOW CHILDRENS MUSEUM WORLD OF WONDER LTD,WOW! WORLD OF WONDER CHILDREN'S MUSEUM,,110 N HARRISON AVE,LAFAYETTE,CO,80026-2336,80026,,,,,,3036042424,HTTP://WWW.WOWMUSEUM.COM,WOW CHILDRENS MUSEUM WORLD OF WONDER LTD,201412,5,509033,506053,110 N HARRISON AVE,LAFAYETTE,CO,80026-2336,199711,,,,,-105.08925,39.99832,5,7,2,8,13,110 N HARRISON AVE,LAFAYETTE,CO,80026-2336,80026,1,1,0,1,0,0,0,
8400900066,CMU,IMAGINE NATION CHILDREN'S MUSEUM,demo_001.jpg,,,,,,image/jpeg,IMAGINE NATION CHILDREN'S MUSEUM,,,1 PLEASANT ST,BRISTOL,CT,6010,6010,,,,,,8603141400,HTTP://WWW.IMAGINEMUSEUM.ORG,,,,,,,,,,,,,,,-72.94661,41.66994,1,1,2,9,3,1 PLEASANT ST,BRISTOL,CT,6010,6010,0,0,0,1,0,0,0,
8400900132,CMU,LUTZ CHILDREN'S MUSEUM,demo_001.jpg,60740514,,A52,,712110,image/jpeg,LUTZ CHILDRENS MUSEUM,,,47 SOUTH MAIN STREET,ANCHESTER,CT,06040-6561,6040,247 S MAIN ST,MANCHESTER,CT,06040-6561,6040,8606492838,HTTP://LUTZMUSEUM.ORG/,LUTZ CHILDRENS MUSEUM,201406,4,394484,387094,247 S MAIN ST,MANCHESTER,CT,06040-6561,195906,,,,,-72.52038,41.7557,1,1,2,9,3,247 S MAIN ST,MANCHESTER,CT,06040-6561,6040,1,0,1,1,0,0,0,
8400900150,NAT,CHILDREN'S MUSEUM,demo_001.jpg,60896043,,A56,10158723,712110,image/jpeg,CHILDRENS MUSEUM INC,CHILDREN'S MUSEUM; TRAVELERS SCIENCE DOME AT GENGRAS PLANETARIUM,,950 TROUT BROOK DR,WEST HARTFORD,CT,06119-1437,6119,,,,,,,,CHILDRENS MUSEUM INC,201406,6,2285324,1656405,950 TROUT BROOK DR,WEST HARTFOR,CT,06119-1437,198903,,,,,-72.73786,41.76198,1,1,1,9,3,950 TROUT BROOK DR,WEST HARTFOR,CT,06119-1437,6119,1,0,1,0,0,0,0,
8400900363,CMU,CHILDREN'S MUSEUM OF SOUTHEASTERN CONNECTICUT,demo_001.jpg,112113076,PLANETARIUM,A52,872842000,712110,image/jpeg,CHILDRENS MUSEUM OF SOUTHEASTERN CONNECTICUT INC,CHILDREN'S MUSEUM OF SOUTHEASTERN CONNECTICUT,,409 MAIN ST,NIANTIC,CT,06357-3103,6357,,,,,,8606911111,HTTP://WWW.CHILDRENSMUSEUMSECT.ORG,CHILDRENS MUSEUM OF SOUTHEASTERN CONNECTICUT INC,201309,4,287679,281389,409 MAIN ST,NIANTIC,CT,06357-3103,199703,,,,,-72.20041,41.32219,1,1,2,9,11,409 MAIN ST,NIANTIC,CT,06357-3103,6357,1,0,0,1,0,0,0,
8400900407,CMU,STEPPING STONES MUSEUM FOR CHILDREN,demo_001.jpg,223199269,,A52,13367793,712110,image/jpeg,STEPPING STONES MUSEUM FOR CHILDREN INC,,,303 WEST AVE,NORWALK,CT,06850-4002,6850,,,,,,2038990606,HTTP://WWW.STEPPINGSTONESMUSEUM.ORG,STEPPING STONES MUSEUM FOR CHILDREN INC,201312,7,8302033,7951249,303 WEST AVE,NORWALK,CT,06850-4002,199704,,,,,-73.41816,41.10954,1,1,1,9,1,303 WEST AVE,NORWALK,CT,06850-4002,6850,1,1,1,1,0,0,0,
8400900450,CMU,CONNECTICUT CHILDREN'S MUSEUM,demo_001.jpg,237346410,,A52,37110632,712110,image/jpeg,CONNECTICUT CHILDRENS MUSEUM,CONNECTICUT CHILDREN'S MUSEUM,,22 WALL ST,NEW HAVEN,CT,06511-6528,6511,,,,,,2035625437,HTTP://WWW.CHILDRENSBUILDING.ORG,CONNECTICUT CHILDRENS MUSEUM,201308,5,799710,799710,22 WALL ST,NEW HAVEN,CT,06511-6528,197402,,,,,-72.9211,41.30845,1,1,1,9,9,22 WALL ST,NEW HAVEN,CT,06511-6528,6511,1,1,1,1,0,0,0,
8400900506,CMU,NEWTOWN CHILDREN'S MUSEUM,demo_001.jpg,452171358,,A52,,712110,image/jpeg,NEWTOWN CHILDRENS MUSEUM INC,,,PO BOX 566,BOTSFORD,CT,06470-2398,6470,,,,,,,HTTP://WWW.EVERWONDERMUSEUM.ORG/,NEWTOWN CHILDRENS MUSEUM INC,201312,4,142891,142891,3 RIVER RUN RD,NEWTOWN,CT,06470-2398,201202,,,,,-73.26872,41.38327,1,1,2,9,1,3 RIVER RUN RD,NEWTOWN,CT,06470-2398,6470,1,0,0,0,0,0,0,
8401000013,CMU,DELAWARE CHILDREN'S MUSEUM,demo_001.jpg,,,,,,image/jpeg,DELAWARE CHILDRENS MUSEUM,,,110 S POPLAR ST,WILMINGTON,DE,19801,19801,,,,,,3026542340,HTTP://WWW.DELAWARECHILDRENSMUSEUM.ORG,,,,,,,,,,,,,,,-75.54882,39.73644,2,2,1,10,3,110 S POPLAR ST,WILMINGTON,DE,19801,19801,0,0,0,1,0,0,0,
8401200228,CMU,CHILDREN'S MUSEUM OF TREASURE COAST,demo_001.jpg,651091607,,A52,19810807,712110,image/jpeg,CHILDRENS MUSEUM OF THE TREASURE COAST INC,,,1707 NE INDIAN RIVER DR,JENSEN BEACH,FL,34957,34957,,,,,,7722257575,HTTP://WWW.CHILDRENSMUSEUMTC.ORG,CHILDRENS MUSEUM OF THE TREASURE COAST INC,201308,5,614823,567068,PO BOX 2147,STUART,FL,34995-2147,200105,,,,,-80.25,27.19251,3,5,2,12,85,PO BOX 2147,STUART,FL,34995-2147,34995,1,0,0,1,0,0,0,
8401200266,CMU,GOLISANO CHILDREN'S MUSEUM OF NAPLES,demo_001.jpg,10687133,,A52,807859892,712110,image/jpeg,GOLISANO CHILDRENS MUSEUM OF NAPLES INC,GOLISANO CHILDREN'S MUSEUM OF NAPLES,,15080 LIVINGSTON RD,NAPLES,FL,34109-3808,34109,,,,,,2395140084,HTTP://WWW.CMON.ORG/,GOLISANO CHILDRENS MUSEUM OF NAPLES INC,201312,6,2228073,2007512,15080 LIVINGSTON RD,NAPLES,FL,34109-3808,200208,,,,,-81.73998,26.21907,3,5,2,12,21,15080 LIVINGSTON RD,NAPLES,FL,34109-3808,34109,1,0,1,1,0,0,0,
8401200535,CMU,SCHOOLHOUSE CHILDREN'S MUSEUM AND LEARNING CENTER,demo_001.jpg,311494582,,A52,,712110,image/jpeg,BOYNTON CULTURAL CENTRE INC,,,129 E OCEAN AVE,BOYNTON BEACH,FL,33435-4536,33435,,,,,,5617426780,HTTP://WWW.SCHOOLHOUSEMUSEUM.ORG,BOYNTON CULTURAL CENTRE INC,201309,4,286455,286455,129 E OCEAN AVE,BOYNTON BEAC,FL,33435-4536,199704,,,,,-80.06354,26.52718,3,5,1,12,99,129 E OCEAN AVE,BOYNTON BEAC,FL,33435-4536,33435,1,0,0,1,0,0,0,
8401200593,CMU,LIGHT HOUSE CHILDREN S MUSEUM,demo_001.jpg,460577683,,A52,,,image/jpeg,LIGHT HOUSE CHILDREN S MUSEUM INC,,,2112 ALTOONA LN,DELTONA,FL,32738-2305,32738,,,,,,,,,,,,,,,,,,,,,,-81.21376,28.93971,3,5,1,12,127,2112 ALTOONA LN,DELTONA,FL,32738-2305,32738,0,0,0,0,0,0,0,
8401200651,BOT,FAIRCHILD TROPICAL BOTANIC GARDEN,demo_001.jpg,590668480,,C42,45468048,712130,image/jpeg,FAIRCHILD TROPICAL BOTANIC GARDEN,,,10901 OLD CUTLER RD,CORAL GABLES,FL,33156-4233,33156,10901 OLD CUTLER RD,MIAMI,FL,33156-4233,33156,3056671651,HTTP://WWW.FAIRCHILDGARDEN.ORG,FAIRCHILD TROPICAL BOTANIC GARDEN,201310,8,24085585,10039183,10901 OLD CUTLER RD,CORAL GABLES,FL,33156-4233,193706,,,,,-80.27824,25.67294,3,5,2,12,86,10901 OLD CUTLER RD,MIAMI,FL,33156-4233,33156,1,1,1,1,0,0,0,
8401200801,CMU,NATURES WONDERLAND CHILDREN'S MUSEUM,demo_001.jpg,592380868,,,,,image/jpeg,NATURES WONDERLAND CHILDRENS MUSEUM INC,,,2717 N TAMIAMI TRL,N FT MYERS,FL,33903,33903,,,,,,,,,,,,,,,,,,,,,,-81.89652,26.70586,3,5,2,12,71,2717 N TAMIAMI TRL,N FT MYERS,FL,33903,33903,0,0,0,0,0,0,0,
8401200804,CMU,MIAMI CHILDREN'S MUSEUM,demo_001.jpg,592396999,,A52,42688403,712110,image/jpeg,MIAMI CHILDRENS MUSEUM INC,,,980 MACARTHUR CSWY,MIAMI,FL,33132-1604,33132,,,,,,3053735437,,MIAMI CHILDRENS MUSEUM INC,201406,7,7136716,6716063,980 MACARTHUR CSWY,MIAMI,FL,33132-1604,198407,,,,,-80.1761,25.78334,3,5,1,12,86,980 MACARTHUR CSWY,MIAMI,FL,33132-1604,33132,1,0,1,1,0,0,0,
8401200834,CMU,CHILDREN'S MUSEUM OF TAMPA,demo_001.jpg,592637851,,A52,,712110,image/jpeg,CHILDRENS MUSEUM OF TAMPA INC,,,110 W GASPARILLA PLZ,TAMPA,FL,33602-1500,33602,,,,,,8132770002,HTTP://GLAZERMUSEUM.ORG/,CHILDRENS MUSEUM OF TAMPA INC,201409,6,2810805,2642291,110 W GASPARILLA PLZ,TAMPA,FL,33602-1500,198605,,,,,-82.46197,27.94976,3,5,1,12,57,110 W GASPARILLA PLZ,TAMPA,FL,33602-1500,33602,1,0,1,1,0,0,0,
8401200889,CMU,EXPLORATIONS V CHILDREN'S MUSEUM,demo_001.jpg,592994883,,A52,,712110,image/jpeg,EXPLORATIONS V CHILDRENS MUSEUM INC,,,109 N KENTUCKY AVE,LAKELAND,FL,33801-5057,33801,,,,,,8636873869,HTTP://WWW.EXPLORATIONSV.COM,EXPLORATIONS V CHILDRENS MUSEUM INC,201406,6,1407511,1279629,109 NORTH KENTUCKY AVENU,LAKELAND,FL,33801-5057,199101,,,,,-81.95508,28.04421,3,5,1,12,105,109 NORTH KENTUCKY AVENU,LAKELAND,FL,33801-5057,33801,1,0,1,1,0,0,0,
8401200976,CMU,EXPO CHILDREN'S MUSEUM,demo_001.jpg,593363654,,A50,64771590,,image/jpeg,EXPO CHILDRENS MUSEUM OF,,,PO BOX 5951,GAINESVILLE,FL,32627-5951,32627,,,,,,3523387542,,,,,,,,,,,,,,,,-82.32441,29.66477,3,5,1,12,1,PO BOX 5951,GAINESVILLE,FL,32627-5951,32627,0,0,0,0,0,0,0,
8401200992,CMU,HANDS ON CHILDREN'S MUSEUM,demo_001.jpg,593450375,,A52,,712110,image/jpeg,HANDS ON CHILDRENS MUSEUM INC,,,8580 BEACH BLVD,JACKSONVILLE,FL,32216-4615,32216,,,,,,9046422688,HTTP://HANDSONCHILDRENSMUSEUMJAX.COM,HANDS ON CHILDRENS MUSEUM INC,201312,4,217233,217233,8580 BEACH BLVD,JACKSONVILLE,FL,32216-4615,199708,,,,,-81.56847,30.28694,3,5,1,12,31,8580 BEACH BLVD,JACKSONVILLE,FL,32216-4615,32216,1,0,0,1,0,0,0,
8401201095,CMU,BOCA RATON CHILDREN'S MUSEUM,demo_001.jpg,596652019,,A52,,712110,image/jpeg,CHILDRENS MUSEUM INC,,,498 CRAWFORD BLVD,BOCA RATON,FL,33432-3752,33432,,,,,,,HTTP://WWW.THECHILDRENSMUSEUMCT.ORG,CHILDRENS MUSEUM INC,201404,4,308840,282842,498 CRAWFORD BLVD,BOCA RATON,FL,33432-3752,198101,,,,,-80.09122,26.35487,3,5,1,12,99,498 CRAWFORD BLVD,BOCA RATON,FL,33432-3752,33432,1,0,0,1,0,0,0,
8401201136,SCI,CHILDREN'S SCIENCE CENTER FLORIDA,demo_001.jpg,650243336,,A57,843337213,,image/jpeg,CHILDREN'S SCIENCE CENTER FL,,,PO BOX 151381,CAPE CORAL,FL,33915-1381,33915,,,,,,9419970012,,,,,,,,,,,,,,,,-81.95582,26.6333,3,5,1,12,71,PO BOX 151381,CAPE CORAL,FL,33915-1381,33915,0,0,0,0,0,0,0,
8401201159,CMU,INTERNATIONAL CHILDREN'S MUSEUM,demo_001.jpg,650449461,,A50,,,image/jpeg,INTERNATIONAL CHILDRENS MUSEUM INC,,,3450 NORTHLAKE BLVD,LAKE PARK,FL,33403,33403,,,,,,,,,,,,,,,,,,,,,,-80.08981,26.80841,3,5,2,12,99,3450 NORTHLAKE BLVD,LAKE PARK,FL,33403,33403,0,0,0,0,0,0,0,
8401201176,CMU,CHILDREN'S CULTURAL CENTER,demo_001.jpg,650584113,,,932118003,,image/jpeg,CHILDRENS CULTURAL CENTER,,,265 AUSTIN LN,WEST PALM BEA,FL,33401-7711,33401,,,,,,,,,,,,,,,,,,,,,,-80.05104,26.69644,3,5,1,12,99,265 AUSTIN LN,WEST PALM BEA,FL,33401-7711,33401,0,0,0,0,0,0,0,
8401201234,CMU,CHILDREN'S MUSEUM OF THE TREASURE COAST,demo_001.jpg,651091607,,A52,19810807,712110,image/jpeg,CHILDRENS MUSEUM OF THE TREASURE COAST INC,,,PO BOX 2147,STUART,FL,34995-2147,34995,PO BOX 2147,JENSEN BEACH,FL,34957,34957,7722257575,HTTP://WWW.CHILDRENSMUSEUMTC.ORG,CHILDRENS MUSEUM OF THE TREASURE COAST INC,201308,5,614823,567068,PO BOX 2147,STUART,FL,34995-2147,200105,,,,,-80.1932,27.19407,3,5,2,12,85,PO BOX 2147,JENSEN BEACH,FL,34957,34957,1,0,1,0,0,0,0,
8401201270,CMU,TAG! CHILDREN'S MUSEUM OF ST. AUGUSTINE,demo_001.jpg,830484438,,A52,12766574,712110,image/jpeg,CHILDRENS MUSEUM OF ST JOHNS INC,CHILDRENS MUSEUM OF ST JOHNS,,PO BOX 209,ST AUGUSTINE,FL,32085-0209,32085,246 ST GEORGE ST,ST AUGUSTINE,FL,32085-0209,32085,9048271337,HTTP://WWW.TAGMUSEUM.ORG/,CHILDRENS MUSEUM OF ST JOHNS INC,201406,4,282027,282027,PO BOX 209,ST AUGUSTINE,FL,32085-0209,200707,,,,,-81.31233,29.88999,3,5,2,12,109,246 ST GEORGE ST,ST AUGUSTINE,FL,32085-0209,32085,1,0,0,0,0,0,0,
8401300078,CMU,GEORGIA CHILDREN'S MUSEUM,demo_001.jpg,,,,,,image/jpeg,GEORGIA CHILDREN'S MUSEUM,,,370 CHERRY ST,MACON,GA,31201,31201,,,,,,4787559539,,,,,,,,,,,,,,,,-83.62851,32.84129,3,5,1,13,21,370 CHERRY ST,MACON,GA,31201,31201,0,0,0,1,0,0,0,
8401300494,CMU,IMAGINE IT! THE CHILDREN'S MUSEUM OF ATLANTA,demo_001.jpg,581785484,,A52,188814743,712110,image/jpeg,CHILDRENS MUSEUM OF ATLANTA INC,CHILDREN'S MUSEUM OF ATLANTA,,275 CEN OLY PK DR NW,ATLANTA,GA,30313-1827,30313,275 CENTENNIAL OLYMPIC PARK DR NW,ATLANTA,GA,30313-1827,30313,4046595437,HTTP://WWW.CHILDRENSMUSEUMATLANTA.ORG,CHILDRENS MUSEUM OF ATLANTA INC,201406,6,3508419,3314122,275 CENTENNIAL OLYMPIC P,ATLANTA,GA,30313-1827,198808,,,,,-84.39162,33.76265,3,5,1,13,121,275 CENTENNIAL OLYMPIC PARK DR NW,ATLANTA,GA,30313-1827,30313,1,0,1,1,1,0,0,
8401300635,CMU,PATRICK KYLE CHILDREN'S MUSEUM,demo_001.jpg,582506079,,,89736511,,image/jpeg,PATRICK KYLE CHILDRENS MUSEUM,,,406 W COUNTRY DR,DULUTH,GA,30097-5907,30097,,,,,,,,,,,,,,,,,,,,,,-84.18502,34.02096,3,5,2,13,121,406 W COUNTRY DR,DULUTH,GA,30097-5907,30097,0,0,0,0,0,0,0,
8401500141,CMU,HAWAII CHILDREN'S DISCOVERY CENTER,demo_001.jpg,990241632,,A52,791824535,712110,image/jpeg,CHILDRENS DISCOVERY CENTER,CHILDRENS DISCOVERY CENTER,,111 OHE ST,HONOLULU,HI,96813-5517,96813,,,,,,8085245437,HTTP://WWW.DISCOVERYCENTERHAWAII.ORG,CHILDRENS DISCOVERY CENTER,201412,6,1235331,1188028,111 OHE ST,HONOLULU,HI,96813-5517,198702,,,,,-157.86207,21.29361,6,8,1,15,3,111 OHE ST,HONOLULU,HI,96813-5517,96813,1,0,1,1,0,0,0,
8401500153,CMU,KAUAI CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,990310588,,A52,,,image/jpeg,KAUAI CHILDRENS DISCOVERY MUSEUM,,,PO BOX 411,HANAMAULU,HI,96715-0411,96715,,,,,,8088238222,HTTP://WWW.KCDM.ORG,,,,,,,,,,,,,,,-159.35394,21.99504,6,8,3,15,7,PO BOX 411,HANAMAULU,HI,96715-0411,96715,0,0,0,0,0,0,0,
8401600083,CMU,REXBURG CHILDREN'S MUSEUM,demo_001.jpg,710944019,,,,,image/jpeg,REXBURG CHILDRENS MUSEUM INC,,,521 PARK ST,REXBURG,ID,83440-1847,83440,,,,,,2084961397,,,,,,,,,,,,,,,,-111.8007,43.82185,6,7,3,16,65,521 PARK ST,REXBURG,ID,83440-1847,83440,0,0,0,0,0,0,0,
8401700040,CMU,SPRINGFIELD CHILDREN'S MUSEUM,demo_001.jpg,,,,,,image/jpeg,SPRINGFIELD CHILDREN'S MUSEUM,,,619 E WASHINGTON ST,SPRINGFIELD,IL,62701,62701,,,,,,2177890679,,,,,,,,,,,,,,,,-89.6476,39.80178,4,3,1,17,167,619 E WASHINGTON ST,SPRINGFIELD,IL,62701,62701,0,0,0,1,0,0,0,
8401700129,CMU,KIDS WORK CHILDREN'S MUSEUM,demo_001.jpg,251430216,,A82,,,image/jpeg,UNION CITY HISTORICAL SOCIETY,,,11 S WHITE ST,FRANKFORT,IL,60423,60423,11 SOUTH WHITE STREET,FRANKFORT,IL,60423,60423,8154691199,HTTP://WWW.KIDSWORKCHILDRENSMUSEUM.ORG,UNION CITY HISTORICAL SOCIETY,201312,0,0,0,PO BOX 321,UNION CITY,PA,16438-0321,198302,,,,,-87.84911,41.49902,4,3,2,17,197,11 SOUTH WHITE STREET,FRANKFORT,IL,60423,60423,1,0,0,1,0,0,0,
8401700228,CMU,CHICAGO CHILDREN'S MUSEUM,demo_001.jpg,363162484,,A52,148309024,712110,image/jpeg,CHICAGO CHILDRENS MUSEUM,,,700 E GRAND AVE,CHICAGO,IL,60611,60611,,,,,,3125271000,HTTP://WWW.CHICAGOCHILDRENSMUSEUM.ORG,CHICAGO CHILDRENS MUSEUM,201306,7,9224036,8955391,700 E GRAND AVE STE 127,CHICAGO,IL,60611-3580,198204,,,,,-87.61409,41.89199,4,3,1,17,31,700 E GRAND AVE STE 127,CHICAGO,IL,60611-3580,60611,1,0,0,1,0,0,0,
8401700293,CMU,BUSY BRAINS CHILDREN'S MUSEUM,demo_001.jpg,200912711,,A50,,712110,image/jpeg,BUSY BRAINS CHILDRENS MUSEUM,,,PO BOX 691,LAKE VILLA,IL,60030-3734,60030,130 CEDAR AVENUE,LAKE VILLA,IL,60030-3734,60030,2243811239,HTTP://WWW.BUSYBRAINS.ORG/,BUSY BRAINS CHILDRENS MUSEUM,201406,3,33974,27382,130 CEDAR AVE,LAKE VILLA,IL,60046-8410,200412,,,,,-88.08028,42.41725,4,3,2,17,97,130 CEDAR AVENUE,LAKE VILLA,IL,60030-3734,60030,1,0,0,1,0,0,0,
8401700432,CMU,MCHENRY COUNTY CHILDREN'S MUSEUM,demo_001.jpg,260162964,,,,,image/jpeg,MCHENRY COUNTY CHILDRENS MUSEUM INC,,,12863 FARM HILL DRIVE,HUNTLEY,IL,60142,60142,,,,,,,,,,,,,,,,,,,,,,-88.44317,42.143,4,3,2,17,89,12863 FARM HILL DRIVE,HUNTLEY,IL,60142,60142,0,0,0,0,0,0,0,
8401700712,CMU,DUPAGE CHILDREN'S MUSEUM,demo_001.jpg,363565001,,A52,625970504,712110,image/jpeg,DUPAGE CHILDRENS MUSEUM,DUPAGE CHILDREN'S MUSEUM,,301 N WASHINGTON ST,NAPERVILLE,IL,60540-4537,60540,,,,,,6306378000,HTTP://DUPAGECHILDRENS.ORG,DUPAGE CHILDRENS MUSEUM,201406,6,4607541,4353093,301 N WASHINGTON ST,NAPERVILLE,IL,60540-4537,198808,,,,,-88.14767,41.77859,4,3,1,17,43,301 N WASHINGTON ST,NAPERVILLE,IL,60540-4537,60540,1,1,1,1,0,0,0,
8401700744,CMU,KOHL CHILDREN'S MUSEUM OF GREATER CHICAGO,demo_001.jpg,363706878,,A52,602098357,712110,image/jpeg,KOHL CHILDRENS MUSEUM OF GREATER CHICAGO INC,KOHL CHILDREN'S MUSEUM,,2100 PATRIOT BLVD,GLENVIEW,IL,60026-8090,60026,,,,,,8478326600,HTTP://WWW.KOHLCHILDRENSMUSEUM.ORG,KOHL CHILDRENS MUSEUM OF GREATER CHICAGO INC,201406,6,4232599,3893941,2100 PATRIOT BLVD,GLENVIEW,IL,60026-8090,199411,,,,,-87.82431,42.10032,4,3,2,17,31,2100 PATRIOT BLVD,GLENVIEW,IL,60026-8090,60026,1,1,1,1,0,0,0,
8401700758,CMU,WONDER WORKS - A CHILDREN'S MUSEUM IN OAK PARK,demo_001.jpg,363805314,,A50,6747596,712110,image/jpeg,WONDER WORKS - A CHILDREN'S MUSEUM IN OAK PARK,CHILDREN'S MUSEUM OF OAK PARK,,6445 NORTH AVE,OAK PARK,IL,60302-1009,60302,,,,,,7083834815,HTTP://WWW.WONDER-WORKS.ORG,CHILDRENS MUSEUM OF OAK PARK INC,201312,4,325686,304322,6445 NORTH AVE,OAK PARK,IL,60302-1009,199206,,,,,-87.7862,41.90904,4,3,2,17,31,6445 NORTH AVE,OAK PARK,IL,60302-1009,60302,1,0,0,1,0,0,0,
8401700778,CMU,CHILDREN'S DISCOVERY MUSEUM OF ELGIN,demo_001.jpg,363908902,,A52,,,image/jpeg,CHILDRENS DISCOVERY MUSEUM OF ELGIN,,,38 FOUNTAIN SQ PLAZA,ELGIN,IL,60056,60056,,,,,,,,,,,,,,,,,,,,,,-87.94078,42.0587,4,3,2,17,,38 FOUNTAIN SQ PLAZA,ELGIN,IL,60056,60056,0,0,0,0,0,0,0,
8401700787,CMU,BRONZEVILLE CHILDREN'S MUSEUM,demo_001.jpg,363969177,,A53,138546929,712110,image/jpeg,BRONZEVILLE CHILDRENS MUSEUM,,,9301 S STONY ISLAND AVE,CHICAGO,IL,60617-3644,60617,,,,,,7737219301,HTTP://WWW.BRONZEVILLECHILDRENSMUSEUM.COM,BRONZEVILLE CHILDRENS MUSEUM,201312,4,143187,143187,9301 S STONY ISLAND AVE,CHICAGO,IL,60617-3644,199412,,,,,-87.58532,41.72598,4,3,1,17,31,9301 S STONY ISLAND AVE,CHICAGO,IL,60617-3644,60617,1,1,0,1,0,0,0,
8401700907,ART,CHILDREN'S ART MUSEUM OF CHICAGO NFP,demo_001.jpg,364429972,,A51,,,image/jpeg,CHILDRENS ART MUSEUM OF CHICAGO NFP,,,1800 W 103RD ST,CHICAGO,IL,60643,60643,,,,,,7732339933,,,,,,,,,,,,,,,,-87.66751,41.70669,4,3,1,17,31,1800 W 103RD ST,CHICAGO,IL,60643,60643,0,0,0,0,0,0,0,
8401701081,CMU,CHILDREN'S MUSEUM OF ILLINOIS,demo_001.jpg,371235904,,A52,927328625,712110,image/jpeg,CHILDRENS MUSEUM OF ILLINOIS,CHILDREN'S MUSEUM OF ILLINOIS,,55 S COUNTRY CLUB RD,DECATUR,IL,62521,62521,,,,,,2174235437,,CHILDRENS MUSEUM OF ILLINOIS,201406,5,634802,561601,55 S COUNTRY CLUB RD,DECATUR,IL,62521-4470,198909,,,,,-88.90678,39.82843,4,3,1,17,115,55 S COUNTRY CLUB RD,DECATUR,IL,62521-4470,62521,1,0,1,1,0,0,0,
8401701105,CMU,ORPHEUM CHILDREN'S SCIENCE MUSEUM,demo_001.jpg,371282129,,A52,940209356,712110,image/jpeg,ORPHEUM CHILDRENS SCIENCE MUSEUM INC,ORPHEUM CHILDREN'S SCIENCE MUSEUM,,346 N NEIL ST,CHAMPAIGN,IL,61820-3614,61820,,,,,,,,ORPHEUM CHILDRENS SCIENCE MUSEUM INC,201312,4,254960,233322,346 N NEIL ST,CHAMPAIGN,IL,61820-3614,199607,,,,,-88.24346,40.11868,4,3,1,17,19,346 N NEIL ST,CHAMPAIGN,IL,61820-3614,61820,1,1,0,1,0,0,0,
8401701109,CMU,CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,371288369,,A52,,712110,image/jpeg,TOWN OF NORMAL CHILDRENS DISCOVERY MUSEUM FOUNDATION,,TOWN OF NORMAL CHILDRENS DISCOVERY MUSEUM FOUNDATION,11 UPTOWN CIR,NORMAL,IL,61761-8701,61761,101 EAST BEAUFORT STREET,NORMAL,IL,61761-8701,61761,3094333444,HTTP://WWW.CHILDRENSDISCOVERYMUSEUM.NET/,TOWN OF NORMAL CHILDRENS DISCOVERY MUSEUM FOUNDATION,201406,4,106052,84288,11 UPTOWN CIR,NORMAL,IL,61761-8701,199301,,,,,-88.98372,40.50939,4,3,1,17,113,101 EAST BEAUFORT STREET,NORMAL,IL,61761-8701,61761,1,0,1,0,0,0,0,
8401701144,CMU,DISCOVERY DEPOT CHILDREN'S MUSEUM,demo_001.jpg,371356298,,A52,156366986,712110,image/jpeg,GALESBURG MUSEUMS INC,,,128 S CHAMBERS ST,GALESBURG,IL,61401-4966,61401,,,,,,3093448876,HTTP://WWW.DISCOVERYDEPOT.ORG,GALESBURG MUSEUMS INC,201312,5,534595,532653,128 S CHAMBERS ST,GALESBURG,IL,61401-4966,199612,,,,,-90.36247,40.94677,4,3,3,17,95,128 S CHAMBERS ST,GALESBURG,IL,61401-4966,61401,1,0,0,1,0,0,0,
