objectid,subject,title,filename,NTEEC,NAICS,format,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,web_url,TAXPER15,INCOME15,REVENUE15,date,longitude,latitude,GSTREET,GCITY,GSTATE,GZIP
8401201234,Children's museum,CHILDREN'S MUSEUM OF THE TREASURE COAST,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF THE TREASURE COAST INC,,,PO BOX 2147,STUART,FL,34995-2147,34995,HTTP://WWW.CHILDRENSMUSEUMTC.ORG,201308,614823,567068,2001,-80.1932,27.19407,PO BOX 2147,JENSEN BEACH,FL,34957
8401201270,Children's museum,TAG! CHILDREN'S MUSEUM OF ST. AUGUSTINE,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF ST JOHNS INC,CHILDRENS MUSEUM OF ST JOHNS,,PO BOX 209,ST AUGUSTINE,FL,32085-0209,32085,HTTP://WWW.TAGMUSEUM.ORG/,201406,282027,282027,2007,-81.31233,29.88999,246 ST GEORGE ST,ST AUGUSTINE,FL,32085-0209
8401300078,Children's museum,GEORGIA CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,GEORGIA CHILDREN'S MUSEUM,,,370 CHERRY ST,MACON,GA,31201,31201,,,,,,-83.62851,32.84129,370 CHERRY ST,MACON,GA,31201
8401300494,Children's museum,IMAGINE IT! THE CHILDREN'S MUSEUM OF ATLANTA,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF ATLANTA INC,CHILDREN'S MUSEUM OF ATLANTA,,275 CEN OLY PK DR NW,ATLANTA,GA,30313-1827,30313,HTTP://WWW.CHILDRENSMUSEUMATLANTA.ORG,201406,3508419,3314122,1988,-84.39162,33.76265,275 CENTENNIAL OLYMPIC PARK DR NW,ATLANTA,GA,30313-1827
8401300635,Children's museum,PATRICK KYLE CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,PATRICK KYLE CHILDRENS MUSEUM,,,406 W COUNTRY DR,DULUTH,GA,30097-5907,30097,,,,,,-84.18502,34.02096,406 W COUNTRY DR,DULUTH,GA,30097-5907
8401500141,Children's museum,HAWAII CHILDREN'S DISCOVERY CENTER,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS DISCOVERY CENTER,CHILDRENS DISCOVERY CENTER,,111 OHE ST,HONOLULU,HI,96813-5517,96813,HTTP://WWW.DISCOVERYCENTERHAWAII.ORG,201412,1235331,1188028,1987,-157.86207,21.29361,111 OHE ST,HONOLULU,HI,96813-5517
8401500153,Children's museum,KAUAI CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,A52,,image/jpeg,KAUAI CHILDRENS DISCOVERY MUSEUM,,,PO BOX 411,HANAMAULU,HI,96715-0411,96715,HTTP://WWW.KCDM.ORG,,,,,-159.35394,21.99504,PO BOX 411,HANAMAULU,HI,96715-0411
8401600083,Children's museum,REXBURG CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,REXBURG CHILDRENS MUSEUM INC,,,521 PARK ST,REXBURG,ID,83440-1847,83440,,,,,,-111.8007,43.82185,521 PARK ST,REXBURG,ID,83440-1847
8401700040,Children's museum,SPRINGFIELD CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,SPRINGFIELD CHILDREN'S MUSEUM,,,619 E WASHINGTON ST,SPRINGFIELD,IL,62701,62701,,,,,,-89.6476,39.80178,619 E WASHINGTON ST,SPRINGFIELD,IL,62701
8401700129,Children's museum,KIDS WORK CHILDREN'S MUSEUM,demo_001.jpg,A82,,image/jpeg,UNION CITY HISTORICAL SOCIETY,,,11 S WHITE ST,FRANKFORT,IL,60423,60423,HTTP://WWW.KIDSWORKCHILDRENSMUSEUM.ORG,201312,0,0,1983,-87.84911,41.49902,11 SOUTH WHITE STREET,FRANKFORT,IL,60423
8401700228,Children's museum,CHICAGO CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CHICAGO CHILDRENS MUSEUM,,,700 E GRAND AVE,CHICAGO,IL,60611,60611,HTTP://WWW.CHICAGOCHILDRENSMUSEUM.ORG,201306,9224036,8955391,1982,-87.61409,41.89199,700 E GRAND AVE STE 127,CHICAGO,IL,60611-3580
8401700293,Children's museum,BUSY BRAINS CHILDREN'S MUSEUM,demo_001.jpg,A50,712110,image/jpeg,BUSY BRAINS CHILDRENS MUSEUM,,,PO BOX 691,LAKE VILLA,IL,60030-3734,60030,HTTP://WWW.BUSYBRAINS.ORG/,201406,33974,27382,2004,-88.08028,42.41725,130 CEDAR AVENUE,LAKE VILLA,IL,60030-3734
8401700432,Children's museum,MCHENRY COUNTY CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,MCHENRY COUNTY CHILDRENS MUSEUM INC,,,12863 FARM HILL DRIVE,HUNTLEY,IL,60142,60142,,,,,,-88.44317,42.143,12863 FARM HILL DRIVE,HUNTLEY,IL,60142
8401700712,Children's museum,DUPAGE CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,DUPAGE CHILDRENS MUSEUM,DUPAGE CHILDREN'S MUSEUM,,301 N WASHINGTON ST,NAPERVILLE,IL,60540-4537,60540,HTTP://DUPAGECHILDRENS.ORG,201406,4607541,4353093,1988,-88.14767,41.77859,301 N WASHINGTON ST,NAPERVILLE,IL,60540-4537
8401700744,Children's museum,KOHL CHILDREN'S MUSEUM OF GREATER CHICAGO,demo_001.jpg,A52,712110,image/jpeg,KOHL CHILDRENS MUSEUM OF GREATER CHICAGO INC,KOHL CHILDREN'S MUSEUM,,2100 PATRIOT BLVD,GLENVIEW,IL,60026-8090,60026,HTTP://WWW.KOHLCHILDRENSMUSEUM.ORG,201406,4232599,3893941,1994,-87.82431,42.10032,2100 PATRIOT BLVD,GLENVIEW,IL,60026-8090
8401700758,Children's museum,WONDER WORKS - A CHILDREN'S MUSEUM IN OAK PARK,demo_001.jpg,A50,712110,image/jpeg,WONDER WORKS - A CHILDREN'S MUSEUM IN OAK PARK,CHILDREN'S MUSEUM OF OAK PARK,,6445 NORTH AVE,OAK PARK,IL,60302-1009,60302,HTTP://WWW.WONDER-WORKS.ORG,201312,325686,304322,1992,-87.7862,41.90904,6445 NORTH AVE,OAK PARK,IL,60302-1009
8401700778,Children's museum,CHILDREN'S DISCOVERY MUSEUM OF ELGIN,demo_001.jpg,A52,,image/jpeg,CHILDRENS DISCOVERY MUSEUM OF ELGIN,,,38 FOUNTAIN SQ PLAZA,ELGIN,IL,60056,60056,,,,,,-87.94078,42.0587,38 FOUNTAIN SQ PLAZA,ELGIN,IL,60056
8401700787,Children's museum,BRONZEVILLE CHILDREN'S MUSEUM,demo_001.jpg,A53,712110,image/jpeg,BRONZEVILLE CHILDRENS MUSEUM,,,9301 S STONY ISLAND AVE,CHICAGO,IL,60617-3644,60617,HTTP://WWW.BRONZEVILLECHILDRENSMUSEUM.COM,201312,143187,143187,1994,-87.58532,41.72598,9301 S STONY ISLAND AVE,CHICAGO,IL,60617-3644
8401700907,Art Museums,CHILDREN'S ART MUSEUM OF CHICAGO NFP,demo_001.jpg,A51,,image/jpeg,CHILDRENS ART MUSEUM OF CHICAGO NFP,,,1800 W 103RD ST,CHICAGO,IL,60643,60643,,,,,,-87.66751,41.70669,1800 W 103RD ST,CHICAGO,IL,60643
8401701081,Children's museum,CHILDREN'S MUSEUM OF ILLINOIS,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF ILLINOIS,CHILDREN'S MUSEUM OF ILLINOIS,,55 S COUNTRY CLUB RD,DECATUR,IL,62521,62521,,201406,634802,561601,1989,-88.90678,39.82843,55 S COUNTRY CLUB RD,DECATUR,IL,62521-4470
8401701105,Children's museum,ORPHEUM CHILDREN'S SCIENCE MUSEUM,demo_001.jpg,A52,712110,image/jpeg,ORPHEUM CHILDRENS SCIENCE MUSEUM INC,ORPHEUM CHILDREN'S SCIENCE MUSEUM,,346 N NEIL ST,CHAMPAIGN,IL,61820-3614,61820,,201312,254960,233322,1996,-88.24346,40.11868,346 N NEIL ST,CHAMPAIGN,IL,61820-3614
8401701109,Children's museum,CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,A52,712110,image/jpeg,TOWN OF NORMAL CHILDRENS DISCOVERY MUSEUM FOUNDATION,,TOWN OF NORMAL CHILDRENS DISCOVERY MUSEUM FOUNDATION,11 UPTOWN CIR,NORMAL,IL,61761-8701,61761,HTTP://WWW.CHILDRENSDISCOVERYMUSEUM.NET/,201406,106052,84288,1993,-88.98372,40.50939,101 EAST BEAUFORT STREET,NORMAL,IL,61761-8701
8401701144,Children's museum,DISCOVERY DEPOT CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,GALESBURG MUSEUMS INC,,,128 S CHAMBERS ST,GALESBURG,IL,61401-4966,61401,HTTP://WWW.DISCOVERYDEPOT.ORG,201312,534595,532653,1996,-90.36247,40.94677,128 S CHAMBERS ST,GALESBURG,IL,61401-4966
8401701168,Children's museum,CHILDREN'S MUSEUM OF EDWARDSVILLE,demo_001.jpg,A50,712110,image/jpeg,EDWARDSVILLE CHILDRENS MUSEUM INC,,,722 HOLYOAKE RD,EDWARDSVILLE,IL,62025-2313,62025,,201406,130676,130676,1999,-89.94994,38.8039,722 HOLYOAKE RD,EDWARDSVILLE,IL,62025-2313
8401800088,Children's museum,KOCH FAMILY CHILDREN'S MUSEUM OF EVANSVILLE,demo_001.jpg,A52,712110,image/jpeg,LOUIS J KOCH FAMILY CHILDRENS MUSEUM OF EVANSVILLE INC,,,1102 WASHINGTON SQ,EVANSVILLE,IN,47715,47715,HTTP://WWW.CMOEKIDS.ORG/,201406,888531,847404,1995,-87.56978,37.97198,22 S E FIFTH STREET,EVANSVILLE,IN,47715
8401800321,Children's museum,TERRE HAUTE CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,TERRE HAUTE CHILDRENS MUSEUM INC,,,727 WABASH AVE,TERRE HAUTE,IN,47807-3203,47807,,201312,682358,641900,1988,-87.40668,39.46639,727 WABASH AVE,TERRE HAUTE,IN,47807-3203
8401800343,Children's museum,CHILDREN'S MUSEUM OF INDIANAPOLIS,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF INDIANAPOLIS INCORPORATED,CHILDREN'S MUSEUM OF INDIANAPOLIS,,3000 N MERIDIAN ST,INDIANAPOLIS,IN,46208-4716,46208,,201312,104067302,32674824,1952,-86.15679,39.81017,3000 N MERIDIAN ST,INDIANAPOLIS,IN,46208-4716
8401800380,Children's museum,MUNCIE CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,MUNCIE CHILDRENS MUSEUM INC,MUNCIE CHILDREN'S MUSEUM,,515 S HIGH ST,MUNCIE,IN,47308-1555,47308,,201312,418268,384585,1977,-85.38778,40.19012,515 S HIGH ST,MUNCIE,IN,47305-2376
8401800561,Children's museum,KIDSCOMMONS - COLUMBUS' COMMUNITY CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,KIDSCOMMONS COLUMBUS COMMUNITY CHILDRENS MUSEUM INC,KIDSCOMMONS...COLUMBUS' (IN) COMMUNITY CHILDREN'S MUSEUM,KIDSCOMMONS COLUMBUS COMMUNITY CHILDRENS MUSEUM INC,309 WASHINGTON ST,COLUMBUS,IN,47201-6743,47201,HTTP://WWW.KIDSCOMMONS.ORG,201312,457887,437992,1998,-85.92093,39.20162,309 WASHINGTON ST,COLUMBUS,IN,47201-6743
8401800589,Children's museum,GARY CHILDREN'S MUSEUM,demo_001.jpg,A50,,image/jpeg,THE GARY CHILDRENS MUSEUM INC,,,273 CLEVELAND ST,GARY,IN,46404,46404,,,,,,-87.36169,41.60651,273 CLEVELAND ST,GARY,IN,46404
8401800730,Children's museum,CHILDREN'S MUSEUM OF CEDAR LAKE,demo_001.jpg,,,image/jpeg,CHILDRENS MUSEUM OF CEDAR LAKE,,,9430 WEST 135TH PLACE,CEDAR LAKE,IN,46303,46303,,,,,,-87.44719,41.38042,9430 WEST 135TH PLACE,CEDAR LAKE,IN,46303
8401900336,"Zoos, Aquariums ",SUNRISE CHILDREN'S ZOO,demo_001.jpg,D50,712130,image/jpeg,SUNRISE CHILDRENS ZOO INC,,,BOX 1102,WATERLOO,IA,50704-5070,50704,,201404,0,0,1975,-92.37126,42.5094,250 ANSBOROUGH AVE,WATERLOO,IA,50704-5070
8401900554,Children's museum,FELIX ADLER CHILDREN'S DISCOVERY CENTER,demo_001.jpg,A52,712110,image/jpeg,IOWA CHILDRENS MUSEUM,FELIX ADLER MEMORIAL ASSOCIATION,,1451 CORAL RIDGE AVE,CORALVILLE,IA,52241-2800,52241,HTTP://WWW.ICM.ORG,201406,1429196,1294456,1996,-91.60832,41.69101,1451 CORAL RIDGE AVE,CORALVILLE,IA,52241-2800
8401900656,Children's museum,CHILDREN'S MUSEUM OF SIOUXLAND,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF SIOUXLAND INC,,,PO BOX 833,SIOUX CITY,IA,51102-0833,51102,HTTP://WWW.CHILDRENSMUSEUMOFSIOUXLAND.ORG/,201206,40255,40255,2007,-96.408,42.49638,623 PEARL ST,SIOUX CITY,IA,51102-0833
8402000211,Children's museum,KANSAS CHILDREN'S DISCOVERY CENTER,demo_001.jpg,A50,712110,image/jpeg,KANSAS CHILDRENS DISCOVERY CENTER INC,KANSAS CHILDREN'S DISCOVERY CENTER,,4400 SW 10TH AVE,TOPEKA,KS,66604-1959,66604,HTTP://WWW.KANSASDISCOVERY.ORG,201312,710707,710707,2007,-95.72718,39.0513,4400 SW 10TH AVE,TOPEKA,KS,66604-1959
8402000346,Children's museum,CHILDREN'S MUSEUM OF KANSAS CITY,demo_001.jpg,A52,,image/jpeg,CHILDREN'S MUSEUM OF KANSAS CITY,CHILDREN'S MUSEUM OF KANSAS CITY,,4601 STATE AVE,KANSAS CITY,KS,66102-3603,66102,,,,,,-94.68608,39.11661,4601 STATE AVE,KANSAS CITY,KS,66102-3603
8402100051,Children's museum,LEXINGTON CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,LEXINGTON CHILDRENS MUSEUM,,,200 E MAIN ST,LEXINGTON,KY,40507,40507,,,,,,-84.49876,38.04782,200 E MAIN ST,LEXINGTON,KY,40507
8402100231,Children's museum,LOUISVILLE CHILDREN'S MUSEUM,demo_001.jpg,A50,712110,image/jpeg,LOUISVILLE CHILDRENS MUSEUM,,,1312 ISLEWORTH DR,LOUISVILLE,KY,40245-4024,40245,HTTP://LOUISVILLECHILDRENSMUSEUM.ORG/,201312,0,0,2012,-85.76172,38.25727,727 W MAIN ST,LOUISVILLE,KY,40245-4024
8402200178,Children's museum,CHILDREN'S MUSEUM OF ST. TAMMANY,demo_001.jpg,A50,712110,image/jpeg,CHILDRENS MUSEUM OF ST TAMMANY INC,,,PO BOX 5351,COVINGTON,LA,70434-5351,70434,HTTP://CMSTKIDS.ORG/,201412,247852,188068,2013,-90.09262,30.46635,PO BOX 5351,COVINGTON,LA,70434-5351
8402200204,Children's museum,CHILDREN'S MUSEUM OF ACADIANA,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF ACADIANA,CHILDREN'S MUSEUM OF ACADIANA  INC.,,201 E CONGRESS ST,LAFAYETTE,LA,70501-6919,70501,HTTP://WWW.CHILDRENSMUSEUMOFACADIANA.COM/HOME,201407,484796,461471,1991,-92.01766,30.2253,201 E CONGRESS ST,LAFAYETTE,LA,70501-6919
8402200254,Children's museum,LOUISIANA CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,LOUISIANA CHILDRENS MUSEUM,LOUISIANA CHILDREN'S MUSEUM,,420 JULIA ST,NEW ORLEANS,LA,70156-6128,70156,HTTP://LCM.ORG/,201312,3516451,3332789,1982,-90.07662,29.94845,PO BOX 56128,NEW ORLEANS,LA,70156-6128
8402200277,Children's museum,CHILDREN'S MUSEUM OF LAKE CHARLES,demo_001.jpg,A52,712110,image/jpeg,THE CHILDRENS MUSEUM OF LAKE CHARLES INC,,,327 BROAD ST,LAKE CHARLES,LA,70601-4223,70601,,201312,369057,365390,1988,-93.21588,30.22994,327 BROAD ST,LAKE CHARLES,LA,70601-4223
8402200325,Children's museum,NORTHEAST LOUISIANA CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,NORTHEAST LOUISIANA CHILDRENS MUSEUM INC,,,323 WALNUT ST,MONROE,LA,71201-6711,71201,HTTP://NELCM.ORG/,201406,344247,239476,1995,-92.12068,32.50507,323 WALNUT ST,MONROE,LA,71201-6711
8402200379,Children's museum,BAYOU COUNTRY CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,BAYOU COUNTRY CHILDRENS MUSEUM,,,1001 CANAL BLVD,THIBODAUX,LA,70302-1093,70302,HTTP://WWW.BAYOUCOUNTRYCHILDRENSMUSEUM.ORG,201312,913546,864249,2000,-90.80176,29.76235,211 RUE BETANCOURT,THIBODAUX,LA,70302-1093
8402300135,Children's museum,CHILDREN'S MUSEUM & THEATRE OF MAINE,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM AND THEATRE OF MAINE,CHILDREN'S MUSEUM OF MAINE,,142 FREE ST,PORTLAND,ME,04101-3961,4101,HTTP://WWW.KITETAILS.ORG/,201406,1308691,1190412,1977,-70.26237,43.65418,142 FREE ST,PORTLAND,ME,04101-3961
8402300206,Children's museum,COASTAL CHILDREN'S MUSEUM,demo_001.jpg,,712110,image/jpeg,THE COASTAL CHILDRENS MUSEUM,,,75 MECHANIC STREET,ROCKLAND,ME,4841,4841,HTTP://WWW.COASTALCHILDRENSMUSEUM.ORG,201403,0,0,1988,-69.10757,44.09328,75 MECHANIC ST,ROCKLAND,ME,04841-3513
8402300222,Children's museum,CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS DISCOVERY MUSEUM,,,171 CAPITOL STREET SUITE 2,AUGUSTA,ME,04330-6232,4330,HTTP://WWW.CHILDRENSDISCOVERYMUSEUM.ORG,201312,118524,116943,1990,-69.79277,44.31005,171 CAPITOL STREET SUITE,AUGUSTA,ME,04330-6232
8402300406,Children's museum,CARIBOU CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,A52,,image/jpeg,CARIBOU CHILDREN S DISCOVERY MUSEUM,,,PO BOX 487,CARIBOU,ME,04736-0487,4736,,,,,,-68.01986,46.86824,PO BOX 487,CARIBOU,ME,04736-0487
8402400042,Children's museum,NATIONAL CHILDREN'S MUSEUM,demo_001.jpg,,712110,image/jpeg,NATIONAL CHILDREN'S MUSEUM,,,151 ST GEORGE BOULEVARD,NATIONAL HARBOR,MD,20745,20745,HTTP://WWW.CCM.ORG,201306,1981941,2910829,1974,-77.00281,38.78897,151 ST GEORGE BOULEVARD,NATIONAL HARBOR,MD,20745
8402400232,Children's museum,DISCOVER U CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,DISCOVER U CHILDRENS MUSEUM INC,,,PO BOX 1938,LEONARDTOWN,MD,20650-1938,20650,,201404,0,0,2009,-76.61243,38.24872,21081 ROSEBAY ST,LEONARDTOWN,MD,20650-3631
8402400257,Children's museum,CHILDREN'S MUSEUM OF OF THE EASTERN SHORE,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF THE EASTERN SHORE INC,,,8 CHELSEA DRIVE,CAMBRIDGE,MD,21613-1214,21613,HTTP://WWW.CHILDRENSMUSEUMES.ORG/WP1/,201312,0,0,2010,-76.08746,38.58454,8 CHELSEA DR,CAMBRIDGE,MD,21613-1214
8402400477,Children's museum,PORT DISCOVERY CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,BALTIMORE CHILDRENS MUSEUM INC,,,35 MARKET PL,BALTIMORE,MD,21202-4002,21202,HTTP://WWW.PORTDISCOVERY.ORG,201406,3926259,3823338,1993,-76.60697,39.28861,35 MARKET PL,BALTIMORE,MD,21202-4002
8402400478,Children's museum,CHESAPEAKE CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CHESAPEAKE CHILDRENS MUSEUM INC,CHESAPEAKE CHILDREN'S MUSEUM,,25 SILOPANNA RD,ANNAPOLIS,MD,21403-1117,21403,HTTP://WWW.THECCM.ORG,201312,81910,81910,1994,-76.50838,38.96812,25 SILOPANNA RD,ANNAPOLIS,MD,21403-1117
8402500155,Children's museum,CHILDREN'S MUSEUM IN EASTON,demo_001.jpg,A52,712110,image/jpeg,EASTON CHILDRENS MUSEUM INC,EASTON CHILDREN'S MUSEUM,,9 SULLIVAN AVE,NORTH EASTON,MA,2356,2356,HTTP://WWW.CHILDRENSMUSEUMINEASTON.ORG/HOME0.ASPX,201312,469834,441047,1987,-71.08991,42.0673,PO BOX 417,NORTH EASTON,MA,02356-0417
8402500441,Children's museum,CHILDREN'S MUSEUM OF WORCESTER,demo_001.jpg,A52,,image/jpeg,CHILDREN S MUSEUM OF WORCESTER,CHILDREN S MUSEUM OF WORCESTER,,54 BEECHING ST,WORCESTER,MA,01602-1402,1602,HTTP://WWW.ECOTARIUM.ORG,,,,,-71.76666,42.26176,222 HARRINGTON WAY,WORCESTER,MA,01602-1402
8402500455,Children's museum,CAPE COD CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS DISCOVERY MUSEUM OF CAPE COD INC,CAPE COD CHILDREN'S MUSEUM,,577 GREAT NECK RD S,MASHPEE,MA,02649-3708,2649,HTTP://CAPECODCHILDRENSMUSEUM.ORG/,201403,398142,359039,1992,-70.47769,41.58974,577 GREAT NECK RD S,MASHPEE,MA,02649-3708
8402500497,Children's museum,AMELIA PARK CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,AMELIA PARK CHILDRENS MUSEUM INC,,,PO BOX 931,WESTFIELD,MA,01086-0931,1086,HTTP://WWW.AMELIAPARKMUSEUM.ORG/,201406,152204,152204,1996,-72.74782,42.11175,29 S BROAD ST,WESTFIELD,MA,01086-0931
8402500524,Children's museum,CHILDREN'S MUSEUM OF WILBRAHAM,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS MUSEUM OF WILBRAHAM INC,,,PO BOX 522,WILBRAHAM,MA,01095-0522,1095,HTTP://WWW.WILBRAHAMCHILDRENSMUSEUM.ORG,201406,0,0,1998,-72.43558,42.11013,678 MAIN ST,WILBRAHAM,MA,01095-0522
8402500539,Children's museum,CHILDREN S MUSEUM LOWELL,demo_001.jpg,A52,,image/jpeg,CHILDREN S MUSEUM LOWELL INC,,,11 KEARNEY SQ,LOWELL,MA,01852-1941,1852,,,,,,-71.30718,42.64526,11 KEARNEY SQ,LOWELL,MA,01852-1941
8402500584,Children's museum,CHILDREN'S MUSEUM OF GREATER FALL RIVER,demo_001.jpg,A50,712110,image/jpeg,CHILDRENS MUSEUM OF GREATER FALL RIVER INC,,,441 NORTH MAIN STREET,FALL RIVER,MA,02720-2407,2720,HTTP://WWW.CMGFR.ORG/INDEX.PHP?LANG=EN,201406,192544,181273,2001,-71.15532,41.70264,44I NORTH MAIN STREET,FALL RIVER,MA,02720-0000
8402500596,Children's museum,CHILDREN'S GLOBAL DISCOVERY MUSEUM,demo_001.jpg,A52,712110,image/jpeg,CHILDRENS GLOBAL DISCOVERY MUSEUM,,,100 SOHIER ST,COHASSET,MA,02025-1374,2025,HTTP://WWW.OURWORLDCGDM.ORG,201312,116837,116863,2002,-70.81426,42.23904,100 SOHIER ST,COHASSET,MA,02025-1374
8402500691,Children's museum,CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,CHILDRENS MUSEUM INC,,,25 S WATER ST,NEW BEDFORD,MA,2740,2740,,,,,,-70.92349,41.63409,25 S WATER ST,NEW BEDFORD,MA,2740
8402501093,Children's museum,SHANGHAI DISCOVERY CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,SHANGHAI DISCOVERY CHILDRENS MUSEUM,,,11 POWDER HILL RD,BOLTON,MA,1740,1740,,,,,,-71.59416,42.43958,11 POWDER HILL RD,BOLTON,MA,1740
8402600182,Children's museum,DETROIT CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,DETROIT CHILDREN'S MUSEUM,,,6134 2ND AVE,DETROIT,MI,48202,48202,HTTP://WWW.DETROITSCIENCECENTER.ORG,,,,,-83.07397,42.36478,6134 2ND AVE,DETROIT,MI,48202
8402600424,Children's museum,CHILDREN'S MUSEUM OF LENAWEE,demo_001.jpg,A50,,image/jpeg,CHILDRENS MUSEUM OF LENAWEE,,,PO BOX 632,ADRIAN,MI,49221,49221,,,,,,-84.10406,41.93106,PO BOX 632,ADRIAN,MI,49221
8402600427,Children's museum,SANDCASTLES A LAKE MICHIGAN CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,SANDCASTLES A LAKE MICHIGAN CHILDRENS MUSEUM INC,,,PO BOX 595,LUDINGTON,MI,49431-0595,49431,HTTP://WWW.SANDCASTLESCHILDRENSMUSEUM.COM/,201412,208077,196998,2008,-86.44759,43.95568,129 E LUDINGTON AVENUE,LUDINGTON,MI,49431-0595
8402600562,Children's museum,FLINT CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,FLINT CHILDRENS MUSEUM,,,1602 UNIVERSITY AVE,FLINT,MI,48504-6212,48504,HTTP://THEFCM.ORG/,201409,445830,437489,1982,-83.71129,43.014,1602 UNIVERSITY AVE,FLINT,MI,48504-6212
8402600746,Children's museum,UPPER PENINSULA CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,UPPER PENINSULA CHILDRENS MUSEUM INC,,,123 W BARAGA AVE,MARQUETTE,MI,49855-4744,49855,HTTP://WWW.UPCHILDRENSMUSEUM.COM/,201312,379919,363778,1995,-87.39479,46.54082,123 W BARAGA AVE,MARQUETTE,MI,49855-4744
8402600778,Children's museum,GRAND RAPIDS CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,GRAND RAPIDS CHILDRENS MUSEUM,,,11 SHELDON AVE NE,GRAND RAPIDS,MI,49503-3246,49503,,201309,1126099,986968,1993,-85.66686,42.96332,11 SHELDON AVE NE,GRAND RAPIDS,MI,49503-3218
8402600883,Children's museum,KEWEENAW CHILDREN'S MUSEUM,demo_001.jpg,,,image/jpeg,KEWEENAW CHILDRENS MUSEUM INC,,,700 PARK AVE,HOUGHTON,MI,49931,49931,,,,,,-88.58852,47.11535,700 PARK AVE,HOUGHTON,MI,49931
8402600890,Children's museum,GREAT LAKES CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,THE GREAT LAKES CHILDRENS MUSEUM,,,13240 S WEST BAY SHORE DR,TRAVERSE CITY,MI,49684-5570,49684,HTTP://GREATLAKESKIDS.ORG/,201406,767702,415371,2000,-85.65649,44.77569,13240 S WEST BAY SHORE D,TRAVERSE CIT,MI,49684-5570
8402600897,Children's museum,MIDLAND CHILDREN'S MUSEUM,demo_001.jpg,A50,712110,image/jpeg,THE MIDLAND CHILDRENS MUSEUM,,,5212 HUNTINGTON DRIVE,MIDLAND,MI,48640,48640,HTTP://WWW.MCFTA.ORG/,201412,0,0,2014,-84.25004,43.62518,1801 W SAINT ANDREWS ROAD,MIDLAND,MI,48640
8402600906,Children's museum,MID-MICHIGAN CHILDREN'S MUSEUM,demo_001.jpg,A52,712110,image/jpeg,MID-MICHIGAN CHILDRENS MUSEUM,,,315 W GENESEE AVE,SAGINAW,MI,48605-2283,48605,HTTP://WWW.MIDMICM.ORG,201312,412009,391400,2000,-83.94643,43.41961,PO BOX 2283,SAGINAW,MI,48605-2283
